HRGM name	Genome name	GTDB Taxonomy	Member Count	Continents	Country	Study	Genome type	16S rRNA	Quality	Completeness (%)	Contamination (%)	N50 (bp)	Genome Length (bp)
HRGM_Genome_0077	GUT_GENOME211264	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella quasivariicola	1	North America	United States	EBI	MAG	Direct	MQ	69.61	1.07	4344	3011876
HRGM_Genome_0078	GUT_GENOME212260	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Leclercia;s__Leclercia adecarboxylata_C	2	North America	United States	EBI	MAG		HQ	98.21	0.23	218950	4670976
HRGM_Genome_0079	GUT_GENOME000565	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Kluyvera;s__	2	Europe;North America	Canada;United Kingdom	HBC	Isolate	Direct	HQ	98.41	0.33	501893	4775714
HRGM_Genome_0080	GUT_GENOME000595	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter pasteurii	7	North America	Canada;United States	PATRIC/IMG;HGM;HBC	MAG;Isolate	Direct	HQ	99.55	0.33	548481	5038141
HRGM_Genome_0081	GUT_GENOME000047	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter mori	4	Europe;Asia	Israel;China;United Kingdom	CIBIO;HBC;EBI	MAG;Isolate	Direct	HQ	98.78	0.1	397865	4889793
HRGM_Genome_0082	GUT_GENOME000057	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__	1	Europe	United Kingdom	HBC	Isolate	Direct	HQ	99.22	0.18	214382	4955949
HRGM_Genome_0083	GUT_GENOME231247	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Kluyvera;s__Kluyvera ascorbata	4	Asia;North America	United States;China	CIBIO;HGM;EBI	MAG		HQ	98.11	0.83	55892	4968008
HRGM_Genome_0084	GUT_GENOME231257	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter_D;s__Enterobacter_D kobei	1	North America	United States	HGM	MAG	Direct	HQ	98.64	1.25	235435	4794474
HRGM_Genome_0085	GUT_GENOME231320	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Pseudescherichia;s__Pseudescherichia sp002298805	1	North America	United States	HGM	MAG	Direct	HQ	97.66	0.49	425780	4302945
HRGM_Genome_0086	GUT_GENOME231453	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter werkmanii	7	Europe;Asia;North America	United States;China;Finland	CIBIO;HGM;EBI	MAG	Indirect	HQ	95.25	0.82	126507	4983851
HRGM_Genome_0087	GUT_GENOME231559	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Metakosakonia;s__Metakosakonia sp002377245	1	North America	United States	HGM	MAG		HQ	99.3	1.58	94248	5122475
HRGM_Genome_0088	GUT_GENOME231920	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Pseudescherichia;s__Pseudescherichia vulneris	2	North America	United States	HGM	MAG		HQ	97.57	0.85	201429	4956281
HRGM_Genome_0089	GUT_GENOME232032	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__RIT-PI-d;s__	1	North America	United States	HGM	MAG		HQ	99.79	0.51	112756	5080781
HRGM_Genome_0090	GUT_GENOME080199	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter_A;s__	1	Europe	Sweden	HGM	MAG		MQ	65.76	0	5438	4193018
HRGM_Genome_0091	GUT_GENOME096248	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Listeriaceae;g__Listeria;s__Listeria innocua	1			NCBI	Isolate	Direct	HQ	99.45	0.55	1455432	2892121
HRGM_Genome_0092	GUT_GENOME142492	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Listeriaceae;g__Listeria;s__Listeria monocytogenes	2			PATRIC/IMG	Isolate	Direct	HQ	99.45	0	443696	2941624
HRGM_Genome_0093	GUT_GENOME141005	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Listeriaceae;g__Listeria;s__Listeria monocytogenes_B	7	Europe;NA;North America	Canada;United States;NA;Italy	PATRIC/IMG	Isolate	Direct	HQ	99.45	0	3017944	3017944
HRGM_Genome_0094	KIJ_genome_22646	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Absiella;s__Absiella innocuum	347	South America;NA;Asia;North America;Europe	Mongolia;Austria;Denmark;South Korea;Netherlands;France;United Kingdom;Canada;Spain;Singapore;Estonia;Israel;Taiwan;NA;Italy;Sweden;Germany;El Salvador;China;Finland;Japan;United States	NCBI;HGM;HBC;KIJ;CIBIO;PATRIC/IMG;CGR;EBI	MAG;Isolate	Indirect	HQ	100	0	163596	4006298
HRGM_Genome_0095	GUT_GENOME096124	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Absiella;s__Absiella sp000165065	16	Europe;NA;Asia;North America	Denmark;NA;China;Italy;Sweden;United States	NCBI;HGM;CIBIO;PATRIC/IMG;CGR;EBI	MAG;Isolate	Direct	HQ	99.96	0.94	210659	4486197
HRGM_Genome_0096	GUT_GENOME140045	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Absiella;s__	15	Europe;North America;Asia	South Korea;United States;China;United Kingdom	HGM;HBC;KIJ;CIBIO;CGR;EBI	MAG;Isolate	Direct	HQ	100	0	101169	4827540
HRGM_Genome_0097	KIJ_genome_25382	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__Dialister succinatiphilus	401	NA;North America;Asia;Europe	Mongolia;Austria;Denmark;South Korea;Netherlands;NA;Sweden;Bangladesh;France;India;United Kingdom;Kazakhstan;Germany;Spain;China;Japan;Israel;United States	NCBI;HGM;KIJ;CIBIO;EBI	MAG;Isolate	Indirect	HQ	100	0	38440	2159553
HRGM_Genome_0098	KIJ_genome_24393	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__	3	Asia	South Korea;China	CIBIO;HGM;KIJ	MAG	Indirect	HQ	98.96	1.265	27024	2637343
HRGM_Genome_0099	KIJ_genome_20746	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__Dialister sp002320515	59	Europe;South America;Asia	Mongolia;South Korea;Denmark;Netherlands;Sweden;France;Kazakhstan;United Kingdom;Peru;Germany;China;Japan;Israel	CIBIO;HGM;KIJ;EBI	MAG	Indirect	HQ	99.89	0	27429	2516431
HRGM_Genome_0100	KIJ_genome_18171	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__	37	Europe;Asia	Japan;South Korea;Netherlands;China	CIBIO;HGM;KIJ;EBI	MAG	Indirect	HQ	99.9	0	48406	2477157
HRGM_Genome_0101	GUT_GENOME026646	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__	54	Africa;Oceania;North America;Asia;Europe	Sweden;Kazakhstan;United Kingdom;Madagascar;Fiji;China;Japan;Israel;United States	CIBIO;HGM;KIJ;EBI	MAG	Indirect	HQ	99.37	0	30818	2345274
HRGM_Genome_0102	GUT_GENOME019034	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__	1	Africa	Madagascar	CIBIO	MAG		MQ	89.98	0	19689	2325548
HRGM_Genome_0103	GUT_GENOME096253	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Absiella;s__Absiella sp000163515	108	NA;North America;Asia;Europe	Austria;Denmark;South Korea;Netherlands;NA;Sweden;United Kingdom;Germany;Spain;China;Estonia;Japan;United States	NCBI;HGM;HBC;KIJ;CIBIO;PATRIC/IMG;CGR;EBI	MAG;Isolate	Direct	HQ	100	0	2298056	3098456
HRGM_Genome_0104	KIJ_genome_8402	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter;s__Odoribacter laneus	91	Oceania;North America;Asia;Europe	Denmark;NA;Sweden;Australia;Fiji;Canada;Spain;Japan;Israel;United States	NCBI;HGM;KIJ;CIBIO;PATRIC/IMG;EBI	MAG;Isolate	Indirect	HQ	100	0	271642	3565237
HRGM_Genome_0105	GUT_GENOME095967	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_K	1596	South America;Africa;Oceania;NA;Asia;North America;Europe	Mongolia;Austria;Denmark;South Korea;Netherlands;Bangladesh;France;Fiji;United Kingdom;Peru;Canada;Spain;Russia;Estonia;Israel;NA;Italy;Sweden;Kazakhstan;Germany;Madagascar;El Salvador;China;Finland;Japan;United Republic of Tanzania;United States	HGM;HBC;KIJ;CIBIO;EBI;NCBI;CGR;PATRIC/IMG	MAG;Isolate	Direct	HQ	100	0	296445	3127383
HRGM_Genome_0106	KIJ_genome_22663	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_G	1	Asia	South Korea	KIJ	MAG	Direct	HQ	97.03	0	112272	2736021
HRGM_Genome_0107	GUT_GENOME268227	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__	5	Asia	South Korea;China;Israel	CIBIO;HGM;KIJ	MAG		MQ	77.01	0	19385	2379489
HRGM_Genome_0108	GUT_GENOME147678	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_G	2996	South America;Africa;Oceania;NA;Asia;North America;Europe	Mongolia;Austria;Denmark;South Korea;Netherlands;Bangladesh;France;Ireland;Fiji;United Kingdom;Peru;Canada;Spain;Russia;India;Estonia;Israel;NA;Italy;Sweden;Kazakhstan;Germany;Madagascar;El Salvador;China;Finland;Japan;United States	HGM;KIJ;CIBIO;PATRIC/IMG;CGR;EBI	MAG;Isolate	Direct	HQ	100	0	2833887	2833887
HRGM_Genome_0109	KIJ_genome_23304	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__	1	Asia	South Korea	KIJ	MAG		MQ	80.35	4.889	14548	1856403
HRGM_Genome_0110	GUT_GENOME000152	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_H	223	South America;Africa;Oceania;North America;Asia;Europe	Mongolia;Austria;South Korea;Denmark;Netherlands;France;Fiji;United Kingdom;Peru;Canada;Spain;Russia;Israel;Sweden;Kazakhstan;Germany;Madagascar;China;Finland;Japan;United States	HGM;HBC;KIJ;CIBIO;PATRIC/IMG;EBI	MAG;Isolate	Direct	HQ	99.32	0	130275	2852528
HRGM_Genome_0111	KIJ_genome_23096	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_D	128	Asia	Japan;South Korea;India	KIJ	MAG	Indirect	HQ	100	0	291444	2626665
HRGM_Genome_0112	KIJ_genome_7200	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_C	10	Asia	Japan;South Korea	KIJ	MAG	Direct	HQ	100	0	71679	2701054
HRGM_Genome_0113	GUT_GENOME155439	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_J	239	South America;Africa;Oceania;North America;Asia;Europe	Austria;South Korea;Denmark;Netherlands;France;United Kingdom;Fiji;Peru;Spain;Estonia;Israel;Sweden;Kazakhstan;Madagascar;Germany;China;Finland;Japan;United Republic of Tanzania;United States	CIBIO;HGM;KIJ;EBI	MAG	Indirect	HQ	99.32	0	251415	2724245
HRGM_Genome_0114	KIJ_genome_11161	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_K	2	Asia	Japan	KIJ	MAG		MQ	81.49	0.34	6367	2641349
HRGM_Genome_0115	KIJ_genome_9285	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_G	3	Asia	Japan	KIJ	MAG	Direct	HQ	99.31	0	93368	2852939
HRGM_Genome_0116	KIJ_genome_3451	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_G	202	Asia	Japan;South Korea;India	KIJ	MAG	Indirect	HQ	100	0	103634	2574626
HRGM_Genome_0117	KIJ_genome_15375	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_C	11	Asia	Japan;India	KIJ	MAG	Direct	HQ	99.36	0.104	45001	2709107
HRGM_Genome_0118	GUT_GENOME247791	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__	406	Africa;Oceania;North America;Asia;Europe	Mongolia;Austria;South Korea;Denmark;Netherlands;France;India;Fiji;United Kingdom;Canada;Spain;Estonia;Israel;Italy;Sweden;Kazakhstan;Germany;Madagascar;China;Finland;Japan;United States	CIBIO;HGM;KIJ;EBI	MAG	Indirect	HQ	98.64	0	69111	2460696
HRGM_Genome_0119	KIJ_genome_14761	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__	9	Africa;Asia	Japan;China;Madagascar	CIBIO;HGM;KIJ	MAG	Indirect	HQ	100	0	90764	2806491
HRGM_Genome_0120	KIJ_genome_6145	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_D	1	Asia	Japan	KIJ	MAG		HQ	91.64	1.785	13421	2479056
HRGM_Genome_0121	KIJ_genome_19879	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_G	1	Asia	Japan	KIJ	MAG		HQ	95.69	0.742	25089	2846185
HRGM_Genome_0122	GUT_GENOME001115	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_E	290	South America;Africa;Oceania;North America;Asia;Europe	Mongolia;Austria;South Korea;Denmark;Netherlands;France;United Kingdom;Fiji;Peru;Spain;Canada;Israel;Sweden;Kazakhstan;Madagascar;Germany;China;Russia;Japan;United States	HGM;KIJ;CIBIO;CGR;EBI	MAG;Isolate	Direct	HQ	100	0	304855	3389503
HRGM_Genome_0123	KIJ_genome_17563	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_C	1262	South America;Oceania;North America;Asia;Europe	Mongolia;Austria;South Korea;Denmark;Netherlands;France;Fiji;United Kingdom;Peru;Canada;Spain;Russia;Estonia;Israel;NA;Sweden;Kazakhstan;Germany;China;Finland;Japan;United States	HGM;HBC;KIJ;CIBIO;EBI;NCBI;CGR;PATRIC/IMG	MAG;Isolate	Indirect	HQ	100	0	148346	2807257
HRGM_Genome_0124	KIJ_genome_8028	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_C	167	Asia	Japan;South Korea	KIJ	MAG	Indirect	HQ	100	0	118637	2712452
HRGM_Genome_0125	GUT_GENOME140078	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_I	191	Oceania;North America;Asia;Europe	Mongolia;Austria;South Korea;Denmark;Netherlands;France;United Kingdom;Fiji;Russia;Spain;Estonia;Israel;Sweden;Kazakhstan;Germany;China;Finland;Japan;United States	HGM;KIJ;CIBIO;CGR;EBI	MAG;Isolate	Direct	HQ	98.13	0	88711	2745360
HRGM_Genome_0126	GUT_GENOME139147	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__	71	Europe;North America;Asia	Denmark;Sweden;Kazakhstan;United Kingdom;Germany;Spain;China;Japan;United States	CIBIO;HGM;KIJ;EBI	MAG	Indirect	HQ	100	0	154007	2335657
HRGM_Genome_0127	GUT_GENOME140074	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_D	1288	Africa;Oceania;NA;North America;South America;Asia;Europe	Mongolia;Austria;South Korea;Denmark;Netherlands;Australia;France;Ireland;Fiji;United Kingdom;Peru;Canada;Spain;Russia;Estonia;Israel;NA;Italy;Sweden;Kazakhstan;Germany;Madagascar;China;Finland;Japan;United States	NCBI;HGM;HBC;KIJ;CIBIO;CGR;EBI	MAG;Isolate	Direct	HQ	100	0	234049	2830308
HRGM_Genome_0128	GUT_GENOME095021	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_F	56	Africa;Oceania;Asia;Europe	Austria;Denmark;Netherlands;Sweden;India;Kazakhstan;United Kingdom;Madagascar;Spain;Fiji;China;Estonia;Japan;Israel	CIBIO;HGM;KIJ;EBI	MAG	Indirect	HQ	98.35	0	73828	2423712
HRGM_Genome_0129	GUT_GENOME123416	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__	235	Oceania;North America;Asia;Europe	Mongolia;Austria;Denmark;Netherlands;France;India;United Kingdom;Fiji;Canada;Spain;Russia;Estonia;Israel;Sweden;Kazakhstan;Germany;China;Finland;Japan;United States	CIBIO;HGM;KIJ;EBI	MAG	Indirect	HQ	100	0	151833	2277187
HRGM_Genome_0130	GUT_GENOME139132	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__	2	South America	Peru	CIBIO;EBI	MAG		MQ	86.93	2.95	6412	1981557
HRGM_Genome_0131	GUT_GENOME156244	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium sp003449675	18	Africa;Oceania;Asia	China;Fiji;Madagascar	CIBIO	MAG	Indirect	HQ	99.87	0	110943	2686912
HRGM_Genome_0132	GUT_GENOME157191	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__	2	Africa	United Republic of Tanzania	CIBIO	MAG		HQ	96.43	0.68	29647	2281803
HRGM_Genome_0133	GUT_GENOME268486	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__	1	Asia	Israel	CIBIO	MAG		HQ	92.83	1.59	17780	2211293
HRGM_Genome_0134	GUT_GENOME014039	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__	1	Oceania	Fiji	CIBIO	MAG		MQ	53.9	0	21047	1575087
HRGM_Genome_0135	GUT_GENOME018115	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__	1	Africa	Madagascar	CIBIO	MAG		MQ	71.61	1.79	8840	2241135
HRGM_Genome_0136	GUT_GENOME042029	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__	1	Europe	Netherlands	EBI	MAG		MQ	69.1	3.71	3736	1718013
HRGM_Genome_0137	GUT_GENOME170652	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__	1	South America	Peru	EBI	MAG		MQ	65.5	0	4640	1868435
HRGM_Genome_0138	GUT_GENOME209802	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__	99	Oceania;NA;North America;Asia;Europe	Mongolia;Denmark;Netherlands;France;United Kingdom;Fiji;Canada;Spain;Estonia;Israel;NA;Sweden;Kazakhstan;Germany;China;Finland;United States	CIBIO;HGM;EBI	MAG	Indirect	HQ	97.28	0	107371	2401470
HRGM_Genome_0139	GUT_GENOME220495	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__	5	Asia	Mongolia;China	CIBIO;HGM;EBI	MAG		MQ	88.14	1.02	10291	2081808
HRGM_Genome_0140	GUT_GENOME225807	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__	1	Africa	United Republic of Tanzania	HGM	MAG		MQ	58.61	0.89	2702	2041599
HRGM_Genome_0141	GUT_GENOME239280	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__	10	South America;Europe;Africa;Oceania	Peru;Germany;Fiji;Madagascar	CIBIO;HGM;EBI	MAG	Indirect	HQ	97.03	0.02	23130	2696714
HRGM_Genome_0142	GUT_GENOME096257	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Erysipelatoclostridium;s__Erysipelatoclostridium ramosum	624	Africa;Oceania;NA;Asia;North America;Europe	Austria;Denmark;South Korea;Netherlands;France;India;Fiji;United Kingdom;Canada;Spain;Russia;Estonia;Israel;NA;Italy;Sweden;Kazakhstan;Germany;Madagascar;China;Finland;Japan;United States	NCBI;HGM;HBC;KIJ;CIBIO;PATRIC/IMG;CGR;EBI	MAG;Isolate	Direct	HQ	100	0	1415681	3793219
HRGM_Genome_0143	KIJ_genome_17644	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Erysipelatoclostridium;s__	2	Asia	Japan	KIJ	MAG		MQ	81.28	0.864	2248	2682201
HRGM_Genome_0144	KIJ_genome_20648	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Sutterella;s__Sutterella parvirubra	60	Europe;NA;Asia	Spain;South Korea;China;NA;Japan;Germany	NCBI;HGM;KIJ;CIBIO;PATRIC/IMG;EBI	MAG;Isolate	Indirect	HQ	96.89	0.931	37300	2459790
HRGM_Genome_0145	KIJ_genome_25824	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Sutterella;s__	26	Asia	South Korea;China	CIBIO;KIJ;EBI	MAG	Indirect	HQ	96.89	0.621	300193	2523658
HRGM_Genome_0146	GUT_GENOME033647	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Sutterella;s__	82	Europe;North America;Asia	South Korea;Denmark;France;Kazakhstan;Spain;China;Japan;Israel;United States	CIBIO;HGM;KIJ;EBI	MAG	Indirect	HQ	95.5	0.62	88683	2278510
HRGM_Genome_0147	KIJ_genome_20311	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Sutterella;s__	1	Asia	Japan	KIJ	MAG		HQ	95.65	0.703	76654	2631801
HRGM_Genome_0148	KIJ_genome_11916	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Sutterella;s__	3	Europe;Asia	Japan;Spain	CIBIO;HGM;KIJ	MAG		HQ	96.27	0.621	32376	2512845
HRGM_Genome_0149	GUT_GENOME045895	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Sutterella;s__	27	Africa;Asia	Japan;China;Madagascar	CIBIO;HGM;KIJ;EBI	MAG	Indirect	HQ	96.88	1.25	164126	2489541
HRGM_Genome_0150	GUT_GENOME249850	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Sutterella;s__	1	Asia	China	CIBIO	MAG		HQ	95.88	2.62	19513	2497737
HRGM_Genome_0151	KIJ_genome_2192	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Coprobacillus;s__Coprobacillus cateniformis	100	Oceania;NA;North America;Asia;Europe	Austria;Denmark;South Korea;Netherlands;NA;Sweden;France;United Kingdom;Fiji;Germany;Spain;Canada;China;Israel;United States;Iceland	NCBI;HGM;KIJ;CIBIO;CGR;EBI	MAG;Isolate	Indirect	HQ	100	0	103922	3415132
HRGM_Genome_0152	GUT_GENOME096391	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Stoquefichus;s__Stoquefichus massiliensis	1			NCBI	Isolate	Direct	HQ	99.06	0	337292	3509866
HRGM_Genome_0153	GUT_GENOME000624	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__KLE1796;s__KLE1796 sp001580115	15	NA;North America;Asia	Canada;South Korea;China;NA;United States	HBC;KIJ;CIBIO;PATRIC/IMG;EBI	MAG;Isolate	Direct	HQ	100	0.94	168650	3163173
